
1,69920,0,0,0,0,0,0,1000,0,0,0
2,69920,0,0,0,0,0,0,1000,0,0,0
3,69920,0,0,0,0,0,0,1000,0,0,0
4,69920,0,0,0,0,0,0,1000,0,0,0
5,69920,0,0,0,0,0,0,1000,0,0,0
6,69920,0,0,0,0,0,0,1000,0,0,0
7,69920,0,0,0,0,0,0,1000,0,0,0
8,69920,0,0,0,0,0,0,1000,0,0,0
9,69920,0,0,0,0,0,0,1000,0,0,0
10,69920,0,0,0,0,0,0,1000,0,0,0
11,69920,0,0,0,0,0,0,1000,0,0,0
12,69920,0,0,0,0,0,0,1000,0,0,0
13,69920,0,0,0,0,0,0,1000,0,0,0
14,69920,0,0,0,0,0,0,1000,0,0,0
15,69920,0,0,0,0,0,0,1000,0,0,0
16,69920,0,0,0,0,0,0,1000,0,0,0
17,69920,0,0,0,0,0,0,1000,0,0,0
18,69920,0,0,0,0,0,0,1000,0,0,0
19,69920,0,0,0,0,0,0,1000,0,0,0
20,69920,0,0,0,0,0,0,1000,0,0,0
21,69920,0,0,0,0,0,0,1000,0,0,0
22,69920,0,0,0,0,0,0,1000,0,0,0
23,69920,0,0,0,0,0,0,1000,0,0,0
24,69920,0,0,0,0,0,0,1000,0,0,0
25,69920,0,0,0,0,0,0,1000,0,0,0
26,69920,0,0,0,0,0,0,1000,0,0,0
27,69920,0,0,0,0,0,0,1000,0,0,0
28,69920,0,0,0,0,0,0,1000,0,0,0
29,69920,0,0,0,0,0,0,1000,0,0,0
30,69920,0,0,0,0,0,0,1000,0,0,0
31,69920,0,0,0,0,0,0,1000,0,0,0
32,69920,0,0,0,0,0,0,1000,0,0,0
33,69920,0,0,0,0,0,0,1000,0,0,0
34,69920,0,0,0,0,0,0,1000,0,0,0
35,69920,0,0,0,0,0,0,1000,0,0,0
36,69920,0,0,0,0,0,0,1000,0,0,0
37,69920,0,0,0,0,0,0,1000,0,0,0
38,69920,0,0,0,0,0,0,1000,0,0,0
39,69920,0,0,0,0,0,0,1000,0,0,0
40,69920,0,0,0,0,0,0,1000,0,0,0
41,69920,0,0,0,0,0,0,1000,0,0,0
42,69920,0,0,0,0,0,0,1000,0,0,0
43,69920,0,0,0,0,0,0,1000,0,0,0
44,69920,0,0,0,0,0,0,1000,0,0,0
45,69920,0,0,0,0,0,0,1000,0,0,0
46,69920,0,0,0,0,0,0,1000,0,0,0
47,69920,0,0,0,0,0,0,1000,0,0,0
48,69920,0,0,0,0,0,0,1000,0,0,0
49,69920,0,0,0,0,0,0,1000,0,0,0
50,69920,0,0,0,0,0,0,1000,0,0,0
51,69920,0,0,0,0,0,0,1000,0,0,0
52,69920,0,0,0,0,0,0,1000,0,0,0
53,69920,0,0,0,0,0,0,1000,0,0,0
54,69920,0,0,0,0,0,0,1000,0,0,0
55,69920,0,0,0,0,0,0,1000,0,0,0
56,69920,0,0,0,0,0,0,1000,0,0,0
57,69920,0,0,0,0,0,0,1000,0,0,0
58,69920,0,0,0,0,0,0,1000,0,0,0
59,69920,0,0,0,0,0,0,1000,0,0,0
60,69920,0,0,0,0,0,0,1000,0,0,0
61,69920,0,0,0,0,0,0,1000,0,0,0
62,69920,0,0,0,0,0,0,1000,0,0,0
63,69920,0,0,0,0,0,0,1000,0,0,0
64,69920,0,0,0,0,0,0,1000,0,0,0
65,69920,0,0,0,0,0,0,1000,0,0,0
66,69920,0,0,0,0,0,0,1000,0,0,0
67,69920,0,0,0,0,0,0,1000,0,0,0
68,69920,0,0,0,0,0,0,1000,0,0,0
69,69920,0,0,0,0,0,0,1000,0,0,0
70,69920,0,0,0,0,0,0,1000,0,0,0
71,69920,0,0,0,0,0,0,1000,0,0,0
72,69920,0,0,0,0,0,0,1000,0,0,0
73,69920,0,0,0,0,0,0,1000,0,0,0
74,69920,0,0,0,0,0,0,1000,0,0,0
75,69920,0,0,0,0,0,0,1000,0,0,0
76,69920,0,0,0,0,0,0,1000,0,0,0
77,69920,0,0,0,0,0,0,1000,0,0,0
78,69920,0,0,0,0,0,0,1000,0,0,0
